Source,Target,Type,Id,Label,timeset,Weight,film,year
_Alba_Gómez_,_Antonio_Banderas_,Undirected,76,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Asier_Etxeandia_,Undirected,77,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Asier_Flores_,Undirected,78,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Cecilia_Roth_,Undirected,79,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_César_Vicente_,Undirected,80,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Chimezie_Eke_,Undirected,81,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Constancia_Céspedes_,Undirected,82,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Eneko_Galende_,Undirected,83,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Esperanza_Guardado_,Undirected,84,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Esther_García_,Undirected,85,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Eva_Martín_,Undirected,86,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Fernando_Iglesias_,Undirected,87,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Julián_López_,Undirected,88,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Julieta_Serrano_,Undirected,89,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Leonardo_Sbaraglia_,Undirected,90,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Luis_Calero_,Undirected,91,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Marilyn_Monroe_,Undirected,92,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Marisol_Muriel_,Undirected,93,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Miguel_Rivera_,Undirected,94,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Mina_,Undirected,95,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Nadal_Bin_,Undirected,96,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Natalie_Wood_,Undirected,97,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Neus_Alborch_,Undirected,98,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Nora_Navas_,Undirected,99,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Paqui_Horcajo_,Undirected,100,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Pedro_Casablanc_,Undirected,101,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Penélope_Cruz_,Undirected,102,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Raúl_Arévalo_,Undirected,103,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Rosalía_,Undirected,104,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Sara_Sierra_,Undirected,105,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Susi_Sánchez_,Undirected,106,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Topacio_Fresh_,Undirected,107,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Virgil-Henry_Mathet_,Undirected,108,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Warren_Beatty_,Undirected,109,Dolor y gloria,,1,Dolor y gloria,2019
_Alba_Gómez_,_Xavi_Sáez_,Undirected,110,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Antonio_Banderas_,Undirected,111,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Asier_Etxeandia_,Undirected,112,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Asier_Flores_,Undirected,113,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Cecilia_Roth_,Undirected,114,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_César_Vicente_,Undirected,115,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Chimezie_Eke_,Undirected,116,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Constancia_Céspedes_,Undirected,117,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Eneko_Galende_,Undirected,118,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Esperanza_Guardado_,Undirected,119,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Esther_García_,Undirected,120,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Eva_Martín_,Undirected,121,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Fernando_Iglesias_,Undirected,122,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Julián_López_,Undirected,123,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Julieta_Serrano_,Undirected,124,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Leonardo_Sbaraglia_,Undirected,125,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Luis_Calero_,Undirected,126,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Marilyn_Monroe_,Undirected,127,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Marisol_Muriel_,Undirected,128,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Miguel_Rivera_,Undirected,129,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Mina_,Undirected,130,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Nadal_Bin_,Undirected,131,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Natalie_Wood_,Undirected,132,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Neus_Alborch_,Undirected,133,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Nora_Navas_,Undirected,134,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Paqui_Horcajo_,Undirected,135,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Pedro_Casablanc_,Undirected,136,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Penélope_Cruz_,Undirected,137,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Raúl_Arévalo_,Undirected,138,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Rosalía_,Undirected,139,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Sara_Sierra_,Undirected,140,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Susi_Sánchez_,Undirected,141,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Topacio_Fresh_,Undirected,142,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Virgil-Henry_Mathet_,Undirected,143,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Warren_Beatty_,Undirected,144,Dolor y gloria,,1,Dolor y gloria,2019
_Aline_Casagrande_,_Xavi_Sáez_,Undirected,145,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Asier_Etxeandia_,Undirected,146,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Asier_Flores_,Undirected,147,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Cecilia_Roth_,Undirected,148,Laberinto de pasiones,,3,Laberinto de pasiones,1982
_Antonio_Banderas_,_César_Vicente_,Undirected,149,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Chimezie_Eke_,Undirected,150,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Constancia_Céspedes_,Undirected,151,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Eneko_Galende_,Undirected,152,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Esperanza_Guardado_,Undirected,153,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Esther_García_,Undirected,154,La piel que habito,,3,La piel que habito,2011
_Antonio_Banderas_,_Eva_Martín_,Undirected,155,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Fernando_Iglesias_,Undirected,156,La piel que habito,,2,La piel que habito,2011
_Antonio_Banderas_,_Julián_López_,Undirected,157,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Julieta_Serrano_,Undirected,158,Matador,,4,Matador,1986
_Antonio_Banderas_,_Leonardo_Sbaraglia_,Undirected,159,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Luis_Calero_,Undirected,160,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Marilyn_Monroe_,Undirected,161,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Marisol_Muriel_,Undirected,162,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Miguel_Rivera_,Undirected,163,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Mina_,Undirected,164,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Nadal_Bin_,Undirected,165,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Natalie_Wood_,Undirected,166,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Neus_Alborch_,Undirected,167,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Nora_Navas_,Undirected,168,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Paqui_Horcajo_,Undirected,169,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Pedro_Casablanc_,Undirected,170,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Penélope_Cruz_,Undirected,171,Los amantes pasajeros,,2,Los amantes pasajeros,2013
_Antonio_Banderas_,_Raúl_Arévalo_,Undirected,172,Los amantes pasajeros,,2,Los amantes pasajeros,2013
_Antonio_Banderas_,_Rosalía_,Undirected,173,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Sara_Sierra_,Undirected,174,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Susi_Sánchez_,Undirected,175,La piel que habito,,3,La piel que habito,2011
_Antonio_Banderas_,_Topacio_Fresh_,Undirected,176,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Virgil-Henry_Mathet_,Undirected,177,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Warren_Beatty_,Undirected,178,Dolor y gloria,,1,Dolor y gloria,2019
_Antonio_Banderas_,_Xavi_Sáez_,Undirected,179,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Asier_Flores_,Undirected,180,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Cecilia_Roth_,Undirected,181,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_César_Vicente_,Undirected,182,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Chimezie_Eke_,Undirected,183,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Constancia_Céspedes_,Undirected,184,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Eneko_Galende_,Undirected,185,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Esperanza_Guardado_,Undirected,186,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Esther_García_,Undirected,187,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Eva_Martín_,Undirected,188,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Fernando_Iglesias_,Undirected,189,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Julián_López_,Undirected,190,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Julieta_Serrano_,Undirected,191,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Leonardo_Sbaraglia_,Undirected,192,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Luis_Calero_,Undirected,193,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Marilyn_Monroe_,Undirected,194,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Marisol_Muriel_,Undirected,195,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Miguel_Rivera_,Undirected,196,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Mina_,Undirected,197,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Nadal_Bin_,Undirected,198,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Natalie_Wood_,Undirected,199,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Neus_Alborch_,Undirected,200,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Nora_Navas_,Undirected,201,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Paqui_Horcajo_,Undirected,202,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Pedro_Casablanc_,Undirected,203,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Penélope_Cruz_,Undirected,204,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Raúl_Arévalo_,Undirected,205,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Rosalía_,Undirected,206,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Sara_Sierra_,Undirected,207,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Susi_Sánchez_,Undirected,208,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Topacio_Fresh_,Undirected,209,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Virgil-Henry_Mathet_,Undirected,210,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Warren_Beatty_,Undirected,211,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Etxeandia_,_Xavi_Sáez_,Undirected,212,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Cecilia_Roth_,Undirected,213,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_César_Vicente_,Undirected,214,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Chimezie_Eke_,Undirected,215,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Constancia_Céspedes_,Undirected,216,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Eneko_Galende_,Undirected,217,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Esperanza_Guardado_,Undirected,218,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Esther_García_,Undirected,219,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Eva_Martín_,Undirected,220,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Fernando_Iglesias_,Undirected,221,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Julián_López_,Undirected,222,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Julieta_Serrano_,Undirected,223,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Leonardo_Sbaraglia_,Undirected,224,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Luis_Calero_,Undirected,225,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Marilyn_Monroe_,Undirected,226,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Marisol_Muriel_,Undirected,227,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Miguel_Rivera_,Undirected,228,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Mina_,Undirected,229,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Nadal_Bin_,Undirected,230,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Natalie_Wood_,Undirected,231,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Neus_Alborch_,Undirected,232,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Nora_Navas_,Undirected,233,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Paqui_Horcajo_,Undirected,234,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Pedro_Casablanc_,Undirected,235,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Penélope_Cruz_,Undirected,236,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Raúl_Arévalo_,Undirected,237,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Rosalía_,Undirected,238,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Sara_Sierra_,Undirected,239,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Susi_Sánchez_,Undirected,240,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Topacio_Fresh_,Undirected,241,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Virgil-Henry_Mathet_,Undirected,242,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Warren_Beatty_,Undirected,243,Dolor y gloria,,1,Dolor y gloria,2019
_Asier_Flores_,_Xavi_Sáez_,Undirected,244,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_César_Vicente_,Undirected,245,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Chimezie_Eke_,Undirected,246,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Constancia_Céspedes_,Undirected,247,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Eneko_Galende_,Undirected,248,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Esperanza_Guardado_,Undirected,249,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Esther_García_,Undirected,250,Todo sobre mi madre,,4,Todo sobre mi madre,1999
_Cecilia_Roth_,_Eva_Martín_,Undirected,251,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Fernando_Iglesias_,Undirected,252,Hable con ella,,2,Hable con ella,2002
_Cecilia_Roth_,_Julián_López_,Undirected,253,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Julieta_Serrano_,Undirected,254,"Pepi, Luci, Bom y otras chicas del montón",,3,"Pepi, Luci, Bom y otras chicas del montón",1980
_Cecilia_Roth_,_Leonardo_Sbaraglia_,Undirected,255,Dolor y gloria,,1,Dolor y gloria,2019
_Cecilia_Roth_,_Luis_Calero_,Undirected,256,Dolor y gloria,,1,Dolor y gloria,2019
